period,cusip,shrs,value_thousands,n_holders
2025-06-30,629337106,33792721.0000,70257958.0000,97
2025-06-30,31812F109,1766996.0000,48295958.0000,74
2025-06-30,68280L101,12427744.0000,166017256.0000,135
2025-06-30,88338K103,13232798.0000,52788323.0000,75
2025-06-30,62548M209,12995861.0000,585248352.0000,105
2025-06-30,84863V101,24984873.0000,124791258.0000,96
2025-06-30,371532102,11002747.0000,204445798.0000,177
2025-06-30,886885102,21741694.0000,29454840.0000,76
2025-06-30,78574H104,58468534.0000,1251666944.0000,262
2025-06-30,98936T208,233961.0000,720981.0000,20
2025-06-30,640268306,7656088.0000,184392528.0000,145
2025-06-30,80359A205,7423030.0000,61164993.0000,120
2025-06-30,14147L108,28623474.0000,89000781.0000,153
2025-06-30,307359885,19878266.0000,31988849.0000,103
2025-06-30,74383L105,7931676.0000,85531629.0000,120
2025-06-30,50125G307,8074597.0000,56526385.0000,89
2025-06-30,500600101,62123027.0000,93775717.0000,153
2025-06-30,49456W105,112630280.0000,1135888950.0000,165
2025-06-30,09263B207,17263498.0000,343598675.0000,183
2025-06-30,70451A104,19466990.0000,137969837.0000,138
2025-06-30,84920Y106,26585690.0000,89114524.0000,105
2025-06-30,08915P101,3343723.0000,4347821.0000,61
2025-06-30,126638105,14566919.0000,83372856.0000,138
2025-06-30,911549103,32271304.0000,67490283.0000,167
2025-06-30,74365A309,11908324.0000,16950759.0000,91
2025-06-30,06211J100,3268580.0000,379682519.0000,186
2025-06-30,750102105,167619282.0000,213128065.0000,142
2025-06-30,82657M105,21094112.0000,94933056.0000,119
2025-06-30,146103106,11216328.0000,191983937.0000,174
2025-06-30,72016P105,5876683.0000,33719593.0000,141
2025-06-30,781846308,6489368.0000,337478391.0000,194
2025-06-30,363225202,10388393.0000,19844042.0000,114
2025-06-30,550351100,385211.0000,276065.0000,4
2025-06-30,92556H107,7347973.0000,168006194.0000,150
2025-06-30,N72482149,1382.0000,63775.0000,4
2025-06-30,74317M104,19372475.0000,140412283.0000,122
2025-06-30,928031103,2347392.0000,80464389.0000,115
2025-06-30,042744102,8391884.0000,218505544.0000,165
2025-06-30,85237B101,1086081.0000,7857099.0000,31
2025-06-30,27616P103,232159.0000,4553154.0000,7
2025-06-30,23291C103,13836331.0000,107035506.0000,161
2025-06-30,45170X205,10831470.0000,35205702.0000,58
2025-06-30,021513106,17035644.0000,18510765.0000,89
2025-06-30,007002108,51603743.0000,30130382.0000,63
2025-06-30,319390100,5616078.0000,270228848.0000,172
2025-06-30,98980B103,54768867.0000,265562189.0000,215
2025-06-30,43785V102,14663567.0000,184638813.0000,147
2025-06-30,83946P107,6439377.0000,218007029.0000,188
2025-06-30,911922102,8238235.0000,792587406.0000,509
2025-06-30,520776105,42889748.0000,1176333537.0000,142
2025-06-30,68989M103,13251.0000,321337.0000,2
2025-06-30,00776X109,2065110.0000,32665076.0000,67
2025-06-30,05587G203,1290832.0000,59579239.0000,97
2025-06-30,28623U101,29541166.0000,10580226.0000,81
2025-06-30,092915107,14697484.0000,43785489.0000,46
2025-06-30,88583P104,16187757.0000,5046444.0000,97
2025-06-30,81686C104,68879179.0000,616255002.0000,260
2025-06-30,070203104,5043238.0000,71697761.0000,102
2025-06-30,68401U204,12440629.0000,164359760.0000,160
2025-06-30,11259V106,62733085.0000,2036211686.0000,202
2025-06-30,45782T105,5614076.0000,12248686.0000,118
2025-06-30,94845U105,50424523.0000,455430089.0000,128
2025-06-30,67577R102,17491306.0000,16394905.0000,52
2025-06-30,98980W107,285667.0000,907872.0000,41
2025-06-30,442487401,3133428.0000,307374673.0000,218
2025-06-30,76010Y202,1214777.0000,6024252.0000,38
2025-06-30,46489V302,42232102.0000,144785053.0000,137
2025-06-30,205826209,11635318.0000,27357328.0000,92
2025-06-30,008940108,6348485.0000,33000820.0000,108
2025-06-30,67623L307,9815750.0000,8916073.0000,64
2025-06-30,05759B305,1759475.0000,24317657.0000,85
2025-06-30,20460L104,17887913.0000,32458009.0000,88
2025-06-30,34630N106,4051865.0000,7461045.0000,38
2025-06-30,496904202,13193822.0000,179779825.0000,92
2025-06-30,15117B202,72314831.0000,1380465655.0000,277
2025-06-30,050734201,4460945.0000,51568396.0000,116
2025-06-30,898697206,6152364.0000,120342834.0000,95
2025-06-30,596304204,2748247.0000,81598407.0000,103
2025-06-30,00507W206,5475888.0000,6882138.0000,93
2025-06-30,14216R101,3982539.0000,1556944.0000,43
2025-06-30,09077V100,20716599.0000,85180902.0000,109
2025-06-30,33616C100,4317.0000,31.0000,18
2025-06-30,36269P104,9106018.0000,39734943.0000,82
2025-06-30,75955J402,5303154.0000,2798987.0000,61
2025-06-30,00847G804,8916096.0000,40530424.0000,132
2025-06-30,669549107,3040883.0000,77253361.0000,112
2025-06-30,090683103,16541501.0000,63200604.0000,133
2025-06-30,26828M106,2668374.0000,40870524.0000,61
2025-06-30,31425A109,6040185.0000,63875020.0000,84
2025-06-30,38983D300,33438343.0000,89711506.0000,98
2025-06-30,55287L101,36839365.0000,404239068.0000,112
2025-06-30,918905209,1243749.0000,19208774.0000,83
2025-06-30,06654A103,3155729.0000,102617852.0000,123
2025-06-30,45257U108,79412953.0000,627044384.0000,211
2025-06-30,533535100,25568597.0000,577669541.0000,199
2025-06-30,632347100,1865595.0000,201424267.0000,171
2025-06-30,711040105,3149298.0000,152945175.0000,148
2025-06-30,76665T102,13689674.0000,354950456.0000,197
2025-06-30,05637B105,26901584.0000,142269841.0000,179
2025-06-30,126327105,34234235.0000,147611796.0000,156
2025-06-30,09247X101,262403.0000,123666826.0000,43
2025-06-30,433323102,1293576.0000,319373802.0000,163
2025-06-30,75340L104,15145310.0000,52250179.0000,39
2025-06-30,262077100,43116.0000,4140.0000,4
2025-06-30,940610108,12813747.0000,357023890.0000,242
2025-06-30,05380C102,7684587.0000,40232262.0000,123
2025-06-30,98419J206,8176234.0000,201914781.0000,102
2025-06-30,30068X103,9111690.0000,63394140.0000,69
2025-06-30,410709109,1776773.0000,39732015.0000,47
2025-06-30,18270P109,21588237.0000,74533549.0000,146
2025-06-30,12520L109,2264554.0000,53939021.0000,73
2025-06-30,50066V305,3838781.0000,5434238.0000,29
2025-06-30,02927U208,8159761.0000,6608289.0000,46
2025-06-30,568427108,5260790.0000,44446991.0000,106
2025-06-30,09075X108,35612730.0000,9786156.0000,46
2025-06-30,35922N100,14509556.0000,171598248.0000,147
2025-06-30,44934S206,12659452.0000,47904957.0000,74
2025-06-30,45254E107,3829641.0000,12873148.0000,56
2025-06-30,45675Y104,30717317.0000,142572268.0000,158
2025-06-30,008064206,31531506.0000,312093455.0000,107
2025-06-30,55272X607,57047402.0000,520410343.0000,276
2025-06-30,677719106,1191693.0000,34845451.0000,69
2025-06-30,293389102,21064552.0000,368624086.0000,254
2025-06-30,05366Y201,9356529.0000,201222623.0000,188
2025-06-30,55380K109,1360096.0000,55277422.0000,99
2025-06-30,87169M105,250446.0000,335877.0000,18
2025-06-30,651718504,75769930.0000,623198304.0000,286
2025-06-30,18885T306,5286850.0000,17936516.0000,118
2025-06-30,88331L108,74660722.0000,141808434.0000,143
2025-06-30,890260839,1387046.0000,49314350.0000,72
2025-06-30,91532F102,3685880.0000,30887767.0000,65
2025-06-30,15102K100,31674758.0000,420199406.0000,136
2025-06-30,64081V109,26821458.0000,42180834.0000,132
2025-06-30,264147109,13157025.0000,1034276618.0000,281
2025-06-30,45769N105,6208755.0000,82842815.0000,94
2025-06-30,65540B105,17940106.0000,12723914.0000,60
2025-06-30,81784E101,4405340.0000,51141925.0000,97
2025-06-30,34984V209,7884024.0000,142560047.0000,133
2025-06-30,57064P206,691539.0000,10353942.0000,69
2025-06-30,47973J102,11682975.0000,134076574.0000,131
2025-06-30,903899102,5608515.0000,45183119.0000,88
2025-06-30,171757206,25911048.0000,1256767890.0000,137
2025-06-30,50736T102,2183572.0000,13857700.0000,54
2025-06-30,004816104,2834039.0000,113886690.0000,92
2025-06-30,863167201,4126618.0000,60467333.0000,82
2025-06-30,892231101,8213333.0000,63383508.0000,121
2025-06-30,553810102,6740458.0000,149367843.0000,145
2025-06-30,67623C109,19018329.0000,4545572.0000,90
2025-06-30,31866P102,4771592.0000,115471008.0000,141
2025-06-30,26929N102,5450752.0000,117349198.0000,93
2025-06-30,009496100,42637670.0000,202725535.0000,123
2025-06-30,871565107,4510622.0000,56233243.0000,93
2025-06-30,962149100,2432990.0000,78579816.0000,115
2025-06-30,31942S104,770251.0000,30516517.0000,74
2025-06-30,86889P208,4529305.0000,40298089.0000,37
2025-06-30,75120L100,31192738.0000,10458637.0000,59
2025-06-30,36120Q101,8517708.0000,99477551.0000,120
2025-06-30,76129W105,2090474.0000,1315350.0000,38
2025-06-30,296056104,4273311.0000,58855873.0000,106
2025-06-30,56064Y100,4266878.0000,78340868.0000,88
2025-06-30,693149106,4192351.0000,53803577.0000,80
2025-06-30,43114Q105,26316563.0000,252556090.0000,174
2025-06-30,774515100,5361394.0000,116261320.0000,142
2025-06-30,08774B508,4168999.0000,48632897.0000,69
2025-06-30,88675P103,9238004.0000,11778399.0000,22
2025-06-30,04649U102,21082780.0000,204593758.0000,147
2025-06-30,046513206,1803950.0000,13277380.0000,48
2025-06-30,531914109,3290630.0000,80792608.0000,122
2025-06-30,828359109,5329662.0000,83153751.0000,121
2025-06-30,577345101,3919234.0000,70182519.0000,92
2025-06-30,48576U205,4384528.0000,15164024.0000,75
2025-06-30,629579103,2099010.0000,89268782.0000,110
2025-06-30,629156407,5541919.0000,34416561.0000,113
2025-06-30,64051M709,1819349.0000,44732866.0000,61
2025-06-30,33621E109,2246337.0000,55486035.0000,92
2025-06-30,603380205,1944518.0000,3312908.0000,26
2025-06-30,84252A106,20946312.0000,328938102.0000,154
2025-06-30,00974H104,12538952.0000,15964794.0000,80
2025-06-30,700885106,5857239.0000,105001677.0000,124
2025-06-30,929033108,57027300.0000,90481500.0000,46
2025-06-30,20563P101,930833.0000,24477491.0000,75
2025-06-30,043113208,5469679.0000,149827998.0000,139
2025-06-30,461147100,6719755.0000,48682581.0000,61
2025-06-30,630079101,3702759.0000,13323272.0000,56
2025-06-30,723561106,6047039.0000,47289123.0000,103
2025-06-30,716382106,7376038.0000,24133393.0000,96
2025-06-30,75689M101,9210990.0000,52406135.0000,77
2025-06-30,91678A107,48353677.0000,529402978.0000,116
2025-06-30,00215F107,9194668.0000,144069384.0000,152
2025-06-30,863182101,3352509.0000,34258788.0000,102
2025-06-30,031001100,2716856.0000,47593597.0000,104
2025-06-30,65342V101,11700954.0000,158335954.0000,108
2025-06-30,342909108,21051154.0000,356391968.0000,147
2025-06-30,85227J106,2519454.0000,33309667.0000,62
2025-06-30,077347201,908677.0000,78137204.0000,89
2025-06-30,82728C102,6968247.0000,32623661.0000,87
2025-06-30,826176109,3210015.0000,13982278.0000,70
2025-06-30,92511W108,24696581.0000,13323225.0000,74
2025-06-30,33767U107,9092816.0000,313926376.0000,127
2025-06-30,90291W108,240823.0000,1854213.0000,46
2025-06-30,032037103,8557375.0000,24919324.0000,52
2025-06-30,829401108,43448395.0000,738135808.0000,89
2025-06-30,33751L105,6000765.0000,128290391.0000,120
2025-06-30,253651202,37936761.0000,2092155302.0000,226
2025-06-30,74179A107,2915125.0000,84574253.0000,110
2025-06-30,65342T106,5027287.0000,44961151.0000,100
2025-06-30,697947109,5909712.0000,132816187.0000,89
2025-06-30,55234L204,493749.0000,4417423.0000,43
2025-06-30,140755307,1922996.0000,44157979.0000,75
2025-06-30,53960E205,850945.0000,1991233.0000,24
2025-06-30,56155L108,36431979.0000,101478770.0000,103
2025-06-30,29402E102,3752132.0000,22692579.0000,71
2025-06-30,25253X207,8620532.0000,33270385.0000,87
2025-06-30,53814X102,23010665.0000,17160647.0000,81
2025-06-30,826165201,749179.0000,1250669.0000,28
2025-06-30,292034303,3330294.0000,17438690.0000,79
2025-06-30,353525108,1511680.0000,51717204.0000,84
2025-06-30,53222Q103,9452833.0000,45797789.0000,87
2025-06-30,293668109,4564839.0000,175737849.0000,140
2025-06-30,812215200,8849919.0000,163875477.0000,162
2025-06-30,714157203,6610635.0000,67367044.0000,100
2025-06-30,92557A101,10697487.0000,128279576.0000,159
2025-06-30,958892101,12788901.0000,112684233.0000,118
2025-06-30,276317104,4452065.0000,100555311.0000,102
2025-06-30,29350E104,14427826.0000,4128501.0000,63
2025-06-30,45784A104,16450331.0000,39239800.0000,95
2025-06-30,92333E104,1870805.0000,22056793.0000,19
2025-06-30,373865104,19264743.0000,732682002.0000,251
2025-06-30,25381B101,13565956.0000,141145721.0000,154
2025-06-30,86614G101,4654885.0000,113430910.0000,97
2025-06-30,210502100,10451307.0000,102011120.0000,81
2025-06-30,174615104,1280672.0000,74394920.0000,114
2025-06-30,30041T104,11162831.0000,65896098.0000,106
2025-06-30,379463102,7925779.0000,59571760.0000,129
2025-06-30,913483103,9331890.0000,57889462.0000,97
2025-06-30,01438T106,34265682.0000,129267111.0000,175
2025-06-30,893617209,310527.0000,13061660.0000,67
2025-06-30,55003A108,19284463.0000,6015742.0000,31
2025-06-30,58958P104,6809655.0000,86192218.0000,97
2025-06-30,905400107,1090023.0000,28496138.0000,67
2025-06-30,814785309,10823173.0000,83737626.0000,95
2025-06-30,98937L105,34055191.0000,324932924.0000,106
2025-06-30,89854H102,14528956.0000,69109352.0000,180
2025-06-30,35471R106,57259664.0000,88976325.0000,162
2025-06-30,60510V108,23716619.0000,266311686.0000,219
2025-06-30,045528106,1369734.0000,51190528.0000,43
2025-06-30,843878307,5471971.0000,197645650.0000,136
2025-06-30,103002101,9786580.0000,279710914.0000,151
2025-06-30,31738L206,6762547.0000,157009979.0000,86
2025-06-30,32106V107,3692335.0000,70683565.0000,84
2025-06-30,07272M107,6873477.0000,181142843.0000,133
2025-06-30,749360400,2795349.0000,63773117.0000,103
2025-06-30,732344106,11363377.0000,97776459.0000,112
2025-06-30,762093102,2195227.0000,13569836.0000,53
2025-06-30,045396207,3148666.0000,56364957.0000,43
2025-06-30,65443P102,24344056.0000,172778840.0000,142
2025-06-30,45258H106,2262228.0000,4612665.0000,31
2025-06-30,07134L107,12517912.0000,16102552.0000,40
2025-06-30,055645303,5699328.0000,88366804.0000,142
2025-06-30,90355N101,12693663.0000,208869316.0000,106
2025-06-30,87200P208,3242283.0000,17860953.0000,51
2025-06-30,55025L108,12144879.0000,26387138.0000,84
2025-06-30,30263Y104,4872465.0000,146241838.0000,136
2025-06-30,74065P101,27188001.0000,20750086.0000,78
2025-06-30,702712100,35055292.0000,32603628.0000,50
2025-06-30,872381108,23475388.0000,45337776.0000,54
2025-06-30,50043K406,14833137.0000,101239827.0000,88
2025-06-30,96758W101,66316023.0000,265464876.0000,151
2025-06-30,403783103,3409786.0000,24862685.0000,72
2025-06-30,46501C100,4932501.0000,8643327.0000,76
2025-06-30,95075A107,22335903.0000,24204733.0000,89
2025-06-30,45784J303,2620104.0000,13372339.0000,41
2025-06-30,667746101,8075914.0000,313511377.0000,201
2025-06-30,879512309,43644017.0000,1059396068.0000,72
2025-06-30,40701T104,4412653.0000,75301244.0000,120
2025-06-30,04035M102,58423197.0000,486706480.0000,226
2025-06-30,426927109,47573427.0000,466890066.0000,272
2025-06-30,34629L202,4529138.0000,84405461.0000,100
2025-06-30,00489Q102,2166045.0000,33988303.0000,83
2025-06-30,32043P106,861710.0000,6690456.0000,51
2025-06-30,46620W201,7633395.0000,110670393.0000,126
2025-06-30,76525P100,2294463.0000,31183899.0000,73
2025-06-30,343928107,15577601.0000,30372063.0000,28
2025-06-30,06652N107,3091478.0000,127409199.0000,110
2025-06-30,04746L104,17507228.0000,5170614.0000,59
2025-06-30,202608105,14331008.0000,23304530.0000,103
2025-06-30,92827K301,2150875.0000,15014055.0000,68
2025-06-30,64428N109,1239252.0000,549145.0000,21
2025-06-30,781386305,16374932.0000,37826724.0000,66
2025-06-30,08659B102,44849314.0000,647964656.0000,160
2025-06-30,05338F306,7843045.0000,39137192.0000,45
2025-06-30,652941105,1891724.0000,5043822.0000,53
2025-06-30,38068T105,14093114.0000,8489990.0000,55
2025-06-30,578784100,38836437.0000,470573822.0000,101
2025-06-30,294375209,13290471.0000,96032386.0000,113
2025-06-30,45784M108,6914300.0000,29587740.0000,38
2025-06-30,126389105,2917026.0000,37454690.0000,68
2025-06-30,83085C107,8500284.0000,71330501.0000,93
2025-06-30,877163105,1067153.0000,40953182.0000,69
2025-06-30,36166F100,2973727.0000,103176006.0000,73
2025-06-30,003881307,83562760.0000,297980217.0000,128
2025-06-30,89680M101,8470337.0000,45655414.0000,68
2025-06-30,032332504,4094874.0000,17493784.0000,53
2025-06-30,002942100,8915797.0000,119757006.0000,56
2025-06-30,02083X103,8267768.0000,118049609.0000,174
2025-06-30,04216R102,733816.0000,1392407.0000,33
2025-06-30,75025X100,26085071.0000,155122577.0000,185
2025-06-30,048592109,1137687.0000,1986401.0000,41
2025-06-30,51504L107,1670540.0000,43661731.0000,80
2025-06-30,45719W205,54512380.0000,105903629.0000,68
2025-06-30,416906105,18911288.0000,7890556.0000,91
2025-06-30,31609R100,1302544.0000,57052073.0000,110
2025-06-30,92918V307,4906848.0000,139734940.0000,57
2025-06-30,961765104,4917039.0000,75908707.0000,100
2025-06-30,13463J101,11744620.0000,17030220.0000,39
2025-06-30,590479135,7284157.0000,6717464.0000,43
2025-06-30,74265M205,773761.0000,32848827.0000,80
2025-06-30,02157E106,30597427.0000,126640761.0000,97
2025-06-30,464214105,287410.0000,8666504.0000,22
2025-06-30,61023L207,3176497.0000,112935062.0000,61
2025-06-30,28225C806,15057851.0000,86827942.0000,111
2025-06-30,92561V208,1783480.0000,12735937.0000,44
2025-06-30,03464Y108,16664344.0000,155115200.0000,125
2025-06-30,708430103,2850550.0000,85247072.0000,112
2025-06-30,28657F103,1450816.0000,11188879.0000,30
2025-06-30,23331S100,29727429.0000,74829991.0000,82
2025-06-30,84833T103,11078414.0000,31713190.0000,53
2025-06-30,53838J105,4299322.0000,18871640.0000,86
2025-06-30,26443V101,5345483.0000,9641496.0000,77
2025-06-30,612160101,4506483.0000,20531224.0000,75
2025-06-30,205750409,3384813.0000,12765673.0000,48
2025-06-30,22053A107,7579315.0000,12425333.0000,56
